1;air_base;2749.00;11.00;780.00;0.00;0
1;anti_air_building;2749.00;11.00;780.00;0.00;0
1;anti_air_building;2730.00;11.00;762.00;0.00;0
1;anti_air_building;2749.00;11.00;780.00;0.00;0
1;arms_factory;2749.00;11.00;780.00;0.00;0
1;arms_factory;2730.00;11.00;762.00;0.00;0
1;arms_factory;2749.00;11.00;780.00;0.00;0
1;arms_factory;2730.00;11.00;762.00;0.00;0
1;arms_factory;2749.00;11.00;780.00;0.00;0
1;arms_factory;2730.00;11.00;762.00;0.00;0
1;bunker;2758.00;11.00;806.00;0.00;0
1;bunker;2743.00;11.00;772.00;0.00;0
1;industrial_complex;2749.00;11.00;780.00;0.00;0
1;industrial_complex;2730.00;11.00;762.00;0.00;0
1;industrial_complex;2749.00;11.00;780.00;0.00;0
1;industrial_complex;2730.00;11.00;762.00;0.00;0
1;industrial_complex;2749.00;11.00;780.00;0.00;0
1;industrial_complex;2730.00;11.00;762.00;0.00;0
1;nuclear_reactor_spawn;2749.00;11.00;780.00;0.00;0
1;synthetic_refinery;2749.00;11.00;780.00;0.00;0
1;supply_node;2758.00;11.00;806.00;0.00;0
1;supply_node;2743.00;11.00;772.00;0.00;0
1;rocket_site_spawn;2749.00;11.00;780.00;0.00;0
2;air_base;2799.00;11.00;801.00;0.00;0
2;anti_air_building;2799.00;11.00;801.00;0.00;0
2;anti_air_building;2781.00;11.00;803.00;0.00;0
2;anti_air_building;2784.00;11.00;771.00;0.00;0
2;arms_factory;2799.00;11.00;801.00;0.00;0
2;arms_factory;2781.00;11.00;803.00;0.00;0
2;arms_factory;2784.00;11.00;771.00;0.00;0
2;arms_factory;2799.00;11.00;801.00;0.00;0
2;arms_factory;2781.00;11.00;803.00;0.00;0
2;arms_factory;2784.00;11.00;771.00;0.00;0
2;bunker;2792.00;11.00;810.00;0.00;0
2;bunker;2767.00;11.00;794.00;0.00;0
2;bunker;2763.00;11.00;772.00;0.00;0
2;industrial_complex;2799.00;11.00;801.00;0.00;0
2;industrial_complex;2781.00;11.00;803.00;0.00;0
2;industrial_complex;2784.00;11.00;771.00;0.00;0
2;industrial_complex;2799.00;11.00;801.00;0.00;0
2;industrial_complex;2781.00;11.00;803.00;0.00;0
2;industrial_complex;2784.00;11.00;771.00;0.00;0
2;nuclear_reactor_spawn;2799.00;11.00;801.00;0.00;0
2;synthetic_refinery;2799.00;11.00;801.00;0.00;0
2;supply_node;2792.00;11.00;810.00;0.00;0
2;supply_node;2767.00;11.00;794.00;0.00;0
2;supply_node;2763.00;11.00;772.00;0.00;0
2;rocket_site_spawn;2799.00;11.00;801.00;0.00;0
3;air_base;2816.00;11.00;771.00;0.00;0
3;anti_air_building;2816.00;11.00;771.00;0.00;0
3;anti_air_building;2816.00;11.00;771.00;0.00;0
3;anti_air_building;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;arms_factory;2816.00;11.00;771.00;0.00;0
3;bunker;2817.00;11.00;757.00;0.00;0
3;coastal_bunker;2821.00;11.00;743.00;0.00;0
3;dockyard;2821.00;11.00;743.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;industrial_complex;2816.00;11.00;771.00;0.00;0
3;naval_base_spawn;2821.00;11.00;743.00;0.00;4026
3;nuclear_reactor_spawn;2816.00;11.00;771.00;0.00;0
3;synthetic_refinery;2816.00;11.00;771.00;0.00;0
3;supply_node;2817.00;11.00;757.00;0.00;0
3;floating_harbor;2822.00;11.00;742.00;0.00;12785
3;rocket_site_spawn;2816.00;11.00;771.00;0.00;0
4;air_base;4454.00;11.00;591.00;0.00;0
4;anti_air_building;4454.00;11.00;591.00;0.00;0
4;anti_air_building;4430.00;11.00;586.00;0.00;0
4;anti_air_building;4439.00;11.00;579.00;0.00;0
4;arms_factory;4454.00;11.00;591.00;0.00;0
4;arms_factory;4430.00;11.00;586.00;0.00;0
4;arms_factory;4439.00;11.00;579.00;0.00;0
4;arms_factory;4422.00;11.00;629.00;0.00;0
4;arms_factory;4455.00;11.00;564.00;0.00;0
4;arms_factory;4432.00;11.00;630.00;0.00;0
